"Quarter","Region","State","Purpose","Trips"
16071,"Adelaide Hills","South Australia","Other",5.2237755
16161,"Adelaide Hills","South Australia","Other",1.3065007
16252,"Adelaide Hills","South Australia","Other",1.2496519
16344,"Adelaide Hills","South Australia","Other",1.3310606
16436,"Adelaide Hills","South Australia","Other",1.0553395
16526,"Adelaide Hills","South Australia","Other",1.1048741
16617,"Adelaide Hills","South Australia","Other",3.012202
16709,"Adelaide Hills","South Australia","Other",8.9531626
16801,"Adelaide Hills","South Australia","Other",4.1867444
16892,"Adelaide Hills","South Australia","Other",0.2626329
16983,"Adelaide Hills","South Australia","Other",2.6701848
17075,"Adelaide Hills","South Australia","Other",0.3677726
17167,"Adelaide Hills","South Australia","Other",0.6842309
17257,"Adelaide Hills","South Australia","Other",0.9234662
17348,"Adelaide Hills","South Australia","Other",4.3620016
17440,"Adelaide Hills","South Australia","Other",3.947306
10227,"Adelaide Hills","South Australia","Visiting",2.988178
10317,"Adelaide Hills","South Australia","Visiting",7.753242
10408,"Adelaide Hills","South Australia","Visiting",3.5971861
10500,"Adelaide Hills","South Australia","Visiting",8.3452444
10592,"Adelaide Hills","South Australia","Visiting",2.1980095
10682,"Adelaide Hills","South Australia","Visiting",9.2934157
10773,"Adelaide Hills","South Australia","Visiting",5.1374584
10865,"Adelaide Hills","South Australia","Visiting",3.6958415
10957,"Adelaide Hills","South Australia","Visiting",2.1794682
11048,"Adelaide Hills","South Australia","Visiting",0.9406399
11139,"Adelaide Hills","South Australia","Visiting",0.7776381
11231,"Adelaide Hills","South Australia","Visiting",6.515741
11323,"Adelaide Hills","South Australia","Visiting",8.2289248
11413,"Adelaide Hills","South Australia","Visiting",10.2168734
11504,"Adelaide Hills","South Australia","Visiting",8.5900458
11596,"Adelaide Hills","South Australia","Visiting",12.6106848
11688,"Adelaide Hills","South Australia","Visiting",8.4995226
11778,"Adelaide Hills","South Australia","Visiting",9.4753364
11869,"Adelaide Hills","South Australia","Visiting",10.7763782
11961,"Adelaide Hills","South Australia","Visiting",81.1021091
12053,"Adelaide Hills","South Australia","Visiting",7.3269939
12143,"Adelaide Hills","South Australia","Visiting",9.5113885
12234,"Adelaide Hills","South Australia","Visiting",19.3420354
12326,"Adelaide Hills","South Australia","Visiting",22.7892947
12418,"Adelaide Hills","South Australia","Visiting",12.4842808
12509,"Adelaide Hills","South Australia","Visiting",15.1306263
12600,"Adelaide Hills","South Australia","Visiting",14.0430339
12692,"Adelaide Hills","South Australia","Visiting",7.8156616
12784,"Adelaide Hills","South Australia","Visiting",9.6562298
12874,"Adelaide Hills","South Australia","Visiting",5.799967
12965,"Adelaide Hills","South Australia","Visiting",9.4732326
13057,"Adelaide Hills","South Australia","Visiting",19.4286558
13149,"Adelaide Hills","South Australia","Visiting",6.501905
13239,"Adelaide Hills","South Australia","Visiting",9.52855
13330,"Adelaide Hills","South Australia","Visiting",10.031516
13422,"Adelaide Hills","South Australia","Visiting",14.003056
13514,"Adelaide Hills","South Australia","Visiting",16.7443756
13604,"Adelaide Hills","South Australia","Visiting",15.6717698
13695,"Adelaide Hills","South Australia","Visiting",13.4871983
13787,"Adelaide Hills","South Australia","Visiting",10.3024785
13879,"Adelaide Hills","South Australia","Visiting",10.2529087
13970,"Adelaide Hills","South Australia","Visiting",14.1100937
14061,"Adelaide Hills","South Australia","Visiting",22.719851
14153,"Adelaide Hills","South Australia","Visiting",15.8255302
14245,"Adelaide Hills","South Australia","Visiting",21.5836847
14335,"Adelaide Hills","South Australia","Visiting",14.1342226
14426,"Adelaide Hills","South Australia","Visiting",11.4373058
14518,"Adelaide Hills","South Australia","Visiting",10.1824152
14610,"Adelaide Hills","South Australia","Visiting",9.0391551
14700,"Adelaide Hills","South Australia","Visiting",12.1397887
14791,"Adelaide Hills","South Australia","Visiting",15.8184019
14883,"Adelaide Hills","South Australia","Visiting",16.3956495
14975,"Adelaide Hills","South Australia","Visiting",18.1988943
15065,"Adelaide Hills","South Australia","Visiting",9.7830234
15156,"Adelaide Hills","South Australia","Visiting",7.0316674
15248,"Adelaide Hills","South Australia","Visiting",16.3445219
15340,"Adelaide Hills","South Australia","Visiting",9.5684211
15431,"Adelaide Hills","South Australia","Visiting",14.8100992
15522,"Adelaide Hills","South Australia","Visiting",12.2734493
15614,"Adelaide Hills","South Australia","Visiting",22.8520712
15706,"Adelaide Hills","South Australia","Visiting",36.718419
15796,"Adelaide Hills","South Australia","Visiting",19.3726192
15887,"Adelaide Hills","South Australia","Visiting",9.0138821
15979,"Adelaide Hills","South Australia","Visiting",14.2152933
16071,"Adelaide Hills","South Australia","Visiting",11.4496217
16161,"Adelaide Hills","South Australia","Visiting",20.0677326
16252,"Adelaide Hills","South Australia","Visiting",16.1191577
16344,"Adelaide Hills","South Australia","Visiting",16.9922311
16436,"Adelaide Hills","South Australia","Visiting",21.432958
16526,"Adelaide Hills","South Australia","Visiting",25.9516324
16617,"Adelaide Hills","South Australia","Visiting",11.5849997
16709,"Adelaide Hills","South Australia","Visiting",15.7977829
16801,"Adelaide Hills","South Australia","Visiting",27.7491403
16892,"Adelaide Hills","South Australia","Visiting",2.3717196
16983,"Adelaide Hills","South Australia","Visiting",17.4467381
17075,"Adelaide Hills","South Australia","Visiting",37.5658287
17167,"Adelaide Hills","South Australia","Visiting",22.3872402
17257,"Adelaide Hills","South Australia","Visiting",31.4749225
17348,"Adelaide Hills","South Australia","Visiting",13.1173975
17440,"Adelaide Hills","South Australia","Visiting",28.8777155
10227,"Alice Springs","Northern Territory","Business",7.5351074
10317,"Alice Springs","Northern Territory","Business",3.3563886
10408,"Alice Springs","Northern Territory","Business",21.7776673
10500,"Alice Springs","Northern Territory","Business",3.9771463
10592,"Alice Springs","Northern Territory","Business",18.4124016
10682,"Alice Springs","Northern Territory","Business",16.4054032
10773,"Alice Springs","Northern Territory","Business",8.6520996
10865,"Alice Springs","Northern Territory","Business",15.8996215
10957,"Alice Springs","Northern Territory","Business",4.8812172
11048,"Alice Springs","Northern Territory","Business",11.2270142
11139,"Alice Springs","Northern Territory","Business",7.2638197
11231,"Alice Springs","Northern Territory","Business",24.4381962
11323,"Alice Springs","Northern Territory","Business",9.9557335
11413,"Alice Springs","Northern Territory","Business",16.2718147
11504,"Alice Springs","Northern Territory","Business",15.7431957
11596,"Alice Springs","Northern Territory","Business",15.2398063
11688,"Alice Springs","Northern Territory","Business",11.2919954
11778,"Alice Springs","Northern Territory","Business",16.3421441
11869,"Alice Springs","Northern Territory","Business",20.7397677
11961,"Alice Springs","Northern Territory","Business",23.9216337
12053,"Alice Springs","Northern Territory","Business",1.0084255
12143,"Alice Springs","Northern Territory","Business",19.3528331
12234,"Alice Springs","Northern Territory","Business",9.7576477
12326,"Alice Springs","Northern Territory","Business",18.4045143
12418,"Alice Springs","Northern Territory","Business",9.5790425
12509,"Alice Springs","Northern Territory","Business",8.8005499
12600,"Alice Springs","Northern Territory","Business",10.7824435
12692,"Alice Springs","Northern Territory","Business",11.2808164
12784,"Alice Springs","Northern Territory","Business",9.2443086
12874,"Alice Springs","Northern Territory","Business",7.9536995
12965,"Alice Springs","Northern Territory","Business",8.2999071
13057,"Alice Springs","Northern Territory","Business",22.2565388
13149,"Alice Springs","Northern Territory","Business",12.048289
13239,"Alice Springs","Northern Territory","Business",8.422068
13330,"Alice Springs","Northern Territory","Business",9.249005
13422,"Alice Springs","Northern Territory","Business",9.705743
13514,"Alice Springs","Northern Territory","Business",12.1917278
13604,"Alice Springs","Northern Territory","Business",14.5493314
13695,"Alice Springs","Northern Territory","Business",9.4196439
13787,"Alice Springs","Northern Territory","Business",8.3474067
13879,"Alice Springs","Northern Territory","Business",6.3728304
13970,"Alice Springs","Northern Territory","Business",16.9589265
14061,"Alice Springs","Northern Territory","Business",27.9164528
14153,"Alice Springs","Northern Territory","Business",23.3770221
14245,"Alice Springs","Northern Territory","Business",6.7743981
14335,"Alice Springs","Northern Territory","Business",12.6631448
14426,"Alice Springs","Northern Territory","Business",9.9692171
14518,"Alice Springs","Northern Territory","Business",13.2449965
14610,"Alice Springs","Northern Territory","Business",10.8073342
14700,"Alice Springs","Northern Territory","Business",15.9322501
14791,"Alice Springs","Northern Territory","Business",14.7310448
14883,"Alice Springs","Northern Territory","Business",6.3481966
14975,"Alice Springs","Northern Territory","Business",17.3832216
15065,"Alice Springs","Northern Territory","Business",15.2159206
15156,"Alice Springs","Northern Territory","Business",13.9969962
15248,"Alice Springs","Northern Territory","Business",7.3543894
15340,"Alice Springs","Northern Territory","Business",7.2027841
15431,"Alice Springs","Northern Territory","Business",13.4033264
15522,"Alice Springs","Northern Territory","Business",11.3923122
15614,"Alice Springs","Northern Territory","Business",8.7745874
15706,"Alice Springs","Northern Territory","Business",9.4511988
15796,"Alice Springs","Northern Territory","Business",12.2984684
15887,"Alice Springs","Northern Territory","Business",17.2668104
15979,"Alice Springs","Northern Territory","Business",14.1493819
16071,"Alice Springs","Northern Territory","Business",22.6252489
16161,"Alice Springs","Northern Territory","Business",6.4912813
16252,"Alice Springs","Northern Territory","Business",24.7471843
16344,"Alice Springs","Northern Territory","Business",29.5052996
16436,"Alice Springs","Northern Territory","Business",16.4663322
16526,"Alice Springs","Northern Territory","Business",21.431419
16617,"Alice Springs","Northern Territory","Business",23.3333046
16709,"Alice Springs","Northern Territory","Business",26.4521576
16801,"Alice Springs","Northern Territory","Business",8.2042532
16892,"Alice Springs","Northern Territory","Business",24.3648813
16983,"Alice Springs","Northern Territory","Business",33.0572291
17075,"Alice Springs","Northern Territory","Business",21.9552263
17167,"Alice Springs","Northern Territory","Business",18.5882566
17257,"Alice Springs","Northern Territory","Business",34.0770646
17348,"Alice Springs","Northern Territory","Business",30.3633396
17440,"Alice Springs","Northern Territory","Business",17.0405273
10227,"Alice Springs","Northern Territory","Holiday",8.1470853
10317,"Alice Springs","Northern Territory","Holiday",34.6595574
10408,"Alice Springs","Northern Territory","Holiday",76.541382
10500,"Alice Springs","Northern Territory","Holiday",27.2206619
10592,"Alice Springs","Northern Territory","Holiday",12.495749
10682,"Alice Springs","Northern Territory","Holiday",47.3809533
10773,"Alice Springs","Northern Territory","Holiday",60.8314161
10865,"Alice Springs","Northern Territory","Holiday",37.8111007
10957,"Alice Springs","Northern Territory","Holiday",24.2911274
11048,"Alice Springs","Northern Territory","Holiday",24.6175017
11139,"Alice Springs","Northern Territory","Holiday",62.6099921
11231,"Alice Springs","Northern Territory","Holiday",36.1202738
11323,"Alice Springs","Northern Territory","Holiday",14.6648175
11413,"Alice Springs","Northern Territory","Holiday",22.8703785
11504,"Alice Springs","Northern Territory","Holiday",63.554219
11596,"Alice Springs","Northern Territory","Holiday",22.842122
11688,"Alice Springs","Northern Territory","Holiday",7.5927502
11778,"Alice Springs","Northern Territory","Holiday",34.0995705
11869,"Alice Springs","Northern Territory","Holiday",52.7535129
11961,"Alice Springs","Northern Territory","Holiday",34.9011134
12053,"Alice Springs","Northern Territory","Holiday",11.8431689
12143,"Alice Springs","Northern Territory","Holiday",36.6797179
12234,"Alice Springs","Northern Territory","Holiday",45.4880099
12326,"Alice Springs","Northern Territory","Holiday",21.7685144
12418,"Alice Springs","Northern Territory","Holiday",11.4357679
12509,"Alice Springs","Northern Territory","Holiday",26.3460521
12600,"Alice Springs","Northern Territory","Holiday",74.3812909
12692,"Alice Springs","Northern Territory","Holiday",17.7991968
